sample_idx,silent_us,silent_ms,frame_bytes
6036,143,0.143,23
6037,146,0.146,23
6038,142,0.142,23
6039,146,0.146,23
6040,142,0.142,23
6041,146,0.146,23
6042,142,0.142,23
6043,144,0.144,23
6044,146,0.146,23
6045,147,0.147,23
6046,145,0.145,23
6047,147,0.147,23
6048,143,0.143,23
6049,145,0.145,23
6050,141,0.141,23
6051,147,0.147,23
6052,138,0.138,23
6053,149,0.149,23
6054,141,0.141,23
6055,147,0.147,23
6056,143,0.143,23
6057,145,0.145,23
6058,142,0.142,23
6059,150,0.15,23
6060,142,0.142,23
6061,161,0.161,23
6062,146,0.146,23
6063,148,0.148,23
6064,146,0.146,23
6065,150,0.15,23
6066,145,0.145,23
6067,148,0.148,23
6068,146,0.146,23
6069,149,0.149,23
6070,144,0.144,23
6071,150,0.15,23
6072,148,0.148,23
6073,149,0.149,23
6074,144,0.144,23
6075,148,0.148,23
6076,146,0.146,23
6077,150,0.15,23
6078,144,0.144,23
6079,155,0.155,23
6080,144,0.144,23
6081,149,0.149,23
6082,146,0.146,23
6083,150,0.15,23
6084,145,0.145,23
6085,155,0.155,23
6086,145,0.145,23
6087,156,0.156,23
6088,145,0.145,23
6089,149,0.149,23
6090,143,0.143,23
6091,154,0.154,23
6092,145,0.145,23
6093,148,0.148,23
6094,144,0.144,23
6095,149,0.149,23
6096,146,0.146,23
6097,148,0.148,23
6098,148,0.148,23
6099,151,0.151,23
6100,146,0.146,23
6101,149,0.149,23
6102,143,0.143,23
6103,150,0.15,23
6104,149,0.149,23
6105,150,0.15,23
6106,145,0.145,23
6107,148,0.148,23
6108,144,0.144,23
6109,149,0.149,23
6110,144,0.144,23
6111,154,0.154,23
6112,145,0.145,23
6113,150,0.15,23
6114,144,0.144,23
6115,149,0.149,23
6116,144,0.144,23
6117,149,0.149,23
6118,144,0.144,23
6119,150,0.15,23
6120,145,0.145,23
6121,149,0.149,23
6122,146,0.146,23
6123,155,0.155,23
6124,147,0.147,23
6125,150,0.15,23
6126,146,0.146,23
6127,148,0.148,23
6128,143,0.143,23
6129,151,0.151,23
6130,148,0.148,23
6131,152,0.152,23
6132,148,0.148,23
6133,152,0.152,23
6134,145,0.145,23
6135,153,0.153,23
6136,152,0.152,23
6137,147,0.147,23
6138,148,0.148,23
6139,151,0.151,23
6140,145,0.145,23
6141,148,0.148,23
6142,144,0.144,23
6143,150,0.15,23
6144,157,0.157,23
6145,142,0.142,23
6146,143,0.143,23
6147,145,0.145,23
6148,137,0.137,23
6149,150,0.15,23
6150,137,0.137,23
6151,147,0.147,23
6152,141,0.141,23
6153,147,0.147,23
6154,141,0.141,23
6155,147,0.147,23
6156,144,0.144,23
6157,160,0.16,23
6158,144,0.144,23
6159,146,0.146,23
6160,144,0.144,23
6161,150,0.15,23
6162,151,0.151,23
6163,151,0.151,23
6164,146,0.146,23
6165,150,0.15,23
6166,141,0.141,23
6167,148,0.148,23
6168,150,0.15,23
6169,146,0.146,23
6170,155,0.155,23
6171,146,0.146,23
6172,140,0.14,23
6173,147,0.147,23
6174,141,0.141,23
6175,151,0.151,23
6176,142,0.142,23
6177,150,0.15,23
6178,146,0.146,23
6179,147,0.147,23
6180,140,0.14,23
6181,152,0.152,23
6182,143,0.143,23
6183,149,0.149,23
6184,143,0.143,23
6185,150,0.15,23
6186,145,0.145,23
6187,148,0.148,23
6188,151,0.151,23
6189,146,0.146,23
6190,144,0.144,23
6191,149,0.149,23
6192,144,0.144,23
6193,144,0.144,23
6194,149,0.149,23
6195,150,0.15,23
6196,144,0.144,23
6197,148,0.148,23
6198,146,0.146,23
6199,151,0.151,23
6200,141,0.141,23
6201,154,0.154,23
6202,157,0.157,23
6203,145,0.145,23
6204,142,0.142,23
6205,147,0.147,23
6206,140,0.14,23
6207,149,0.149,23
6208,137,0.137,23
6209,145,0.145,23
6210,140,0.14,23
6211,146,0.146,23
6212,140,0.14,23
6213,145,0.145,23
6214,144,0.144,23
6215,150,0.15,23
6216,141,0.141,23
6217,146,0.146,23
6218,142,0.142,23
6219,145,0.145,23
6220,146,0.146,23
6221,147,0.147,23
6222,157,0.157,23
6223,151,0.151,23
6224,144,0.144,23
6225,154,0.154,23
6226,149,0.149,23
6227,150,0.15,23
6228,146,0.146,23
6229,148,0.148,23
6230,140,0.14,23
6231,148,0.148,23
6232,144,0.144,23
6233,151,0.151,23
6234,143,0.143,23
6235,148,0.148,23
6236,146,0.146,23
6237,145,0.145,23
6238,146,0.146,23
6239,155,0.155,23
6240,145,0.145,23
6241,148,0.148,23
6242,145,0.145,23
6243,151,0.151,23
6244,141,0.141,23
6245,144,0.144,23
6246,147,0.147,23
6247,150,0.15,23
6248,146,0.146,23
6249,147,0.147,23
6250,145,0.145,23
6251,144,0.144,23
6252,150,0.15,23
6253,148,0.148,23
6254,144,0.144,23
6255,150,0.15,23
6256,144,0.144,23
6257,154,0.154,23
6258,146,0.146,23
6259,153,0.153,23
6260,157,0.157,23
6261,146,0.146,23
6262,142,0.142,23
6263,145,0.145,23
6264,137,0.137,23
6265,150,0.15,23
6266,141,0.141,23
6267,145,0.145,23
6268,141,0.141,23
6269,144,0.144,23
6270,142,0.142,23
6271,147,0.147,23
6272,145,0.145,23
6273,159,0.159,23
6274,147,0.147,23
6275,149,0.149,23
6276,146,0.146,23
6277,149,0.149,23
6278,148,0.148,23
6279,150,0.15,23
6280,155,0.155,23
6281,144,0.144,23
6282,140,0.14,23
6283,146,0.146,23
6284,136,0.136,23
6285,147,0.147,23
6286,142,0.142,23
6287,145,0.145,23
6288,140,0.14,23
6289,143,0.143,23
6290,140,0.14,23
6291,147,0.147,23
6292,141,0.141,23
6293,158,0.158,23
6294,145,0.145,23
6295,149,0.149,23
6296,146,0.146,23
6297,149,0.149,23
6298,146,0.146,23
6299,149,0.149,23
6300,148,0.148,23
6301,144,0.144,23
6302,145,0.145,23
6303,148,0.148,23
6304,147,0.147,23
6305,151,0.151,23
6306,140,0.14,23
6307,145,0.145,23
6308,146,0.146,23
6309,149,0.149,23
6310,150,0.15,23
6311,147,0.147,23
6312,154,0.154,23
6313,144,0.144,23
6314,141,0.141,23
6315,145,0.145,23
6316,141,0.141,23
6317,150,0.15,23
6318,154,0.154,23
6319,144,0.144,23
6320,143,0.143,23
6321,144,0.144,23
6322,145,0.145,23
6323,154,0.154,23
6324,146,0.146,23
6325,159,0.159,23
6326,141,0.141,23
6327,146,0.146,23
6328,141,0.141,23
6329,146,0.146,23
6330,145,0.145,23
6331,158,0.158,23
6332,145,0.145,23
6333,147,0.147,23
6334,140,0.14,23
6335,150,0.15,23
6336,150,0.15,23
6337,150,0.15,23
6338,157,0.157,23
6339,145,0.145,23
6340,142,0.142,23
6341,146,0.146,23
6342,142,0.142,23
6343,154,0.154,23
6344,155,0.155,23
6345,150,0.15,23
6346,146,0.146,23
6347,149,0.149,23
6348,146,0.146,23
6349,153,0.153,23
6350,145,0.145,23
6351,159,0.159,23
6352,141,0.141,23
6353,141,0.141,23
6354,142,0.142,23
6355,150,0.15,23
6356,141,0.141,23
6357,161,0.161,23
6358,145,0.145,23
6359,150,0.15,23
6360,146,0.146,23
6361,149,0.149,23
6362,150,0.15,23
6363,150,0.15,23
6364,144,0.144,23
6365,149,0.149,23
6366,143,0.143,23
6367,145,0.145,23
6368,150,0.15,23
6369,152,0.152,23
6370,155,0.155,23
6371,145,0.145,23
6372,140,0.14,23
6373,146,0.146,23
6374,140,0.14,23
6375,146,0.146,23
6376,154,0.154,23
6377,148,0.148,23
6378,146,0.146,23
6379,148,0.148,23
6380,145,0.145,23
6381,155,0.155,23
6382,144,0.144,23
6383,144,0.144,23
6384,145,0.145,23
6385,154,0.154,23
6386,146,0.146,23
6387,153,0.153,23
6388,147,0.147,23
6389,160,0.16,23
6390,140,0.14,23
6391,145,0.145,23
6392,141,0.141,23
6393,146,0.146,23
6394,145,0.145,23
6395,146,0.146,23
6396,145,0.145,23
6397,146,0.146,23
6398,145,0.145,23
6399,148,0.148,23
6400,148,0.148,23
6401,150,0.15,23
6402,155,0.155,23
6403,143,0.143,23
6404,139,0.139,23
6405,146,0.146,23
6406,142,0.142,23
6407,151,0.151,23
6408,142,0.142,23
6409,142,0.142,23
6410,139,0.139,23
6411,145,0.145,23
6412,136,0.136,23
6413,147,0.147,23
6414,142,0.142,23
6415,160,0.16,23
6416,146,0.146,23
6417,147,0.147,23
6418,145,0.145,23
6419,150,0.15,23
6420,147,0.147,23
6421,149,0.149,23
6422,143,0.143,23
6423,149,0.149,23
6424,145,0.145,23
6425,144,0.144,23
6426,149,0.149,23
6427,148,0.148,23
6428,149,0.149,23
6429,145,0.145,23
6430,140,0.14,23
6431,146,0.146,23
6432,146,0.146,23
6433,153,0.153,23
6434,156,0.156,23
6435,147,0.147,23
6436,140,0.14,23
6437,146,0.146,23
6438,140,0.14,23
6439,151,0.151,23
6440,153,0.153,23
6441,148,0.148,23
6442,144,0.144,23
6443,151,0.151,23
6444,146,0.146,23
6445,154,0.154,23
6446,147,0.147,23
6447,149,0.149,23
6448,141,0.141,23
6449,148,0.148,23
6450,146,0.146,23
6451,149,0.149,23
6452,149,0.149,23
6453,148,0.148,23
6454,146,0.146,23
6455,150,0.15,23
6456,144,0.144,23
6457,149,0.149,23
6458,149,0.149,23
6459,150,0.15,23
6460,142,0.142,23
6461,146,0.146,23
6462,146,0.146,23
6463,147,0.147,23
6464,145,0.145,23
6465,155,0.155,23
6466,145,0.145,23
6467,145,0.145,23
6468,145,0.145,23
6469,151,0.151,23
6470,145,0.145,23
6471,159,0.159,23
6472,147,0.147,23
6473,146,0.146,23
6474,141,0.141,23
6475,146,0.146,23
6476,141,0.141,23
6477,150,0.15,23
6478,138,0.138,23
6479,146,0.146,23
6480,138,0.138,23
6481,151,0.151,23
6482,140,0.14,23
6483,145,0.145,23
6484,146,0.146,23
6485,148,0.148,23
6486,156,0.156,23
6487,149,0.149,23
6488,144,0.144,23
6489,151,0.151,23
6490,147,0.147,23
6491,148,0.148,23
6492,157,0.157,23
6493,145,0.145,23
6494,140,0.14,23
6495,146,0.146,23
6496,142,0.142,23
6497,151,0.151,23
6498,143,0.143,23
6499,157,0.157,23
6500,144,0.144,23
6501,151,0.151,23
6502,140,0.14,23
6503,152,0.152,23
6504,140,0.14,23
6505,161,0.161,23
6506,140,0.14,23
6507,141,0.141,23
6508,136,0.136,23
6509,147,0.147,23
6510,144,0.144,23
6511,145,0.145,23
6512,141,0.141,23
6513,150,0.15,23
6514,140,0.14,23
6515,145,0.145,23
6516,144,0.144,23
6517,148,0.148,23
6518,142,0.142,23
6519,146,0.146,23
6520,141,0.141,23
6521,145,0.145,23
6522,139,0.139,23
6523,150,0.15,23
6524,136,0.136,23
6525,146,0.146,23
6526,141,0.141,23
6527,144,0.144,23
6528,138,0.138,23
6529,146,0.146,23
6530,151,0.151,23
6531,146,0.146,23
6532,138,0.138,23
6533,146,0.146,23
6534,146,0.146,23
6535,144,0.144,23
6536,140,0.14,23
6537,145,0.145,23
6538,140,0.14,23
6539,143,0.143,23
6540,142,0.142,23
6541,145,0.145,23
6542,138,0.138,23
6543,148,0.148,23
6544,139,0.139,23
6545,146,0.146,23
6546,146,0.146,23
6547,145,0.145,23
6548,138,0.138,23
6549,150,0.15,23
6550,142,0.142,23
6551,143,0.143,23
6552,141,0.141,23
6553,144,0.144,23
6554,136,0.136,23
6555,144,0.144,23
6556,148,0.148,23
6557,144,0.144,23
6558,141,0.141,23
6559,146,0.146,23
6560,142,0.142,23
6561,145,0.145,23
6562,142,0.142,23
6563,151,0.151,23
6564,141,0.141,23
6565,151,0.151,23
6566,140,0.14,23
6567,142,0.142,23
6568,141,0.141,23
6569,151,0.151,23
6570,141,0.141,23
6571,144,0.144,23
6572,136,0.136,23
6573,143,0.143,23
6574,142,0.142,23
6575,145,0.145,23
6576,144,0.144,23
6577,146,0.146,23
6578,141,0.141,23
6579,151,0.151,23
6580,139,0.139,23
6581,144,0.144,23
6582,145,0.145,23
6583,147,0.147,23
6584,142,0.142,23
6585,144,0.144,23
6586,137,0.137,23
6587,146,0.146,23
6588,142,0.142,23
6589,146,0.146,23
6590,137,0.137,23
6591,144,0.144,23
6592,142,0.142,23
6593,145,0.145,23
6594,147,0.147,23
6595,147,0.147,23
6596,142,0.142,23
6597,153,0.153,23
6598,141,0.141,23
6599,149,0.149,23
6600,140,0.14,23
6601,146,0.146,23
6602,146,0.146,23
6603,145,0.145,23
6604,136,0.136,23
6605,145,0.145,23
6606,142,0.142,23
6607,150,0.15,23
6608,142,0.142,23
6609,145,0.145,23
6610,142,0.142,23
6611,145,0.145,23
6612,140,0.14,23
6613,143,0.143,23
6614,141,0.141,23
6615,151,0.151,23
6616,142,0.142,23
6617,146,0.146,23
6618,141,0.141,23
6619,145,0.145,23
6620,142,0.142,23
6621,143,0.143,23
6622,144,0.144,23
6623,144,0.144,23
6624,141,0.141,23
6625,150,0.15,23
6626,139,0.139,23
6627,146,0.146,23
6628,140,0.14,23
6629,144,0.144,23
6630,141,0.141,23
6631,147,0.147,23
6632,140,0.14,23
6633,149,0.149,23
6634,140,0.14,23
6635,150,0.15,23
6636,141,0.141,23
6637,141,0.141,23
6638,136,0.136,23
6639,142,0.142,23
6640,142,0.142,23
6641,149,0.149,23
6642,147,0.147,23
6643,146,0.146,23
6644,142,0.142,23
6645,146,0.146,23
6646,142,0.142,23
6647,146,0.146,23
6648,146,0.146,23
6649,147,0.147,23
6650,137,0.137,23
6651,147,0.147,23
6652,140,0.14,23
6653,144,0.144,23
6654,142,0.142,23
6655,148,0.148,23
6656,141,0.141,23
6657,146,0.146,23
6658,142,0.142,23
6659,143,0.143,23
6660,141,0.141,23
6661,149,0.149,23
6662,140,0.14,23
6663,144,0.144,23
6664,142,0.142,23
6665,145,0.145,23
6666,140,0.14,23
6667,146,0.146,23
6668,140,0.14,23
6669,145,0.145,23
6670,141,0.141,23
6671,145,0.145,23
6672,140,0.14,23
6673,146,0.146,23
6674,140,0.14,23
6675,147,0.147,23
6676,136,0.136,23
6677,146,0.146,23
6678,140,0.14,23
6679,146,0.146,23
6680,141,0.141,23
6681,157,0.157,23
6682,144,0.144,23
6683,145,0.145,23
6684,141,0.141,23
6685,145,0.145,23
6686,142,0.142,23
6687,141,0.141,23
6688,147,0.147,23
6689,146,0.146,23
6690,142,0.142,23
6691,145,0.145,23
6692,141,0.141,23
6693,145,0.145,23
6694,147,0.147,23
6695,147,0.147,23
6696,142,0.142,23
6697,145,0.145,23
6698,139,0.139,23
6699,148,0.148,23
6700,140,0.14,23
6701,151,0.151,23
6702,142,0.142,23
6703,144,0.144,23
6704,136,0.136,23
6705,146,0.146,23
6706,141,0.141,23
6707,150,0.15,23
6708,137,0.137,23
6709,141,0.141,23
6710,140,0.14,23
6711,146,0.146,23
6712,141,0.141,23
6713,146,0.146,23
6714,147,0.147,23
6715,145,0.145,23
6716,142,0.142,23
6717,144,0.144,23
6718,138,0.138,23
6719,141,0.141,23
6720,139,0.139,23
6721,151,0.151,23
6722,142,0.142,23
6723,145,0.145,23
6724,141,0.141,23
6725,146,0.146,23
6726,139,0.139,23
6727,154,0.154,23
6728,159,0.159,23
6729,146,0.146,23
6730,140,0.14,23
6731,147,0.147,23
6732,141,0.141,23
6733,146,0.146,23
6734,147,0.147,23
6735,141,0.141,23
6736,142,0.142,23
6737,150,0.15,23
6738,142,0.142,23
6739,146,0.146,23
6740,145,0.145,23
6741,146,0.146,23
6742,142,0.142,23
6743,147,0.147,23
6744,141,0.141,23
6745,146,0.146,23
6746,141,0.141,23
6747,148,0.148,23
6748,137,0.137,23
6749,146,0.146,23
6750,141,0.141,23
6751,144,0.144,23
6752,139,0.139,23
6753,152,0.152,23
6754,143,0.143,23
6755,147,0.147,23
6756,140,0.14,23
6757,146,0.146,23
6758,141,0.141,23
6759,147,0.147,23
6760,145,0.145,23
6761,146,0.146,23
6762,139,0.139,23
6763,141,0.141,23
6764,142,0.142,23
6765,145,0.145,23
6766,141,0.141,23
6767,147,0.147,23
6768,140,0.14,23
6769,150,0.15,23
6770,141,0.141,23
6771,144,0.144,23
6772,136,0.136,23
6773,147,0.147,23
6774,142,0.142,23
6775,146,0.146,23
6776,142,0.142,23
6777,145,0.145,23
6778,142,0.142,23
6779,146,0.146,23
6780,146,0.146,23
6781,146,0.146,23
6782,142,0.142,23
6783,145,0.145,23
6784,142,0.142,23
6785,145,0.145,23
6786,146,0.146,23
6787,146,0.146,23
6788,141,0.141,23
6789,146,0.146,23
6790,142,0.142,23
6791,145,0.145,23
6792,140,0.14,23
6793,149,0.149,23
6794,137,0.137,23
6795,145,0.145,23
6796,141,0.141,23
6797,146,0.146,23
6798,137,0.137,23
6799,148,0.148,23
6800,143,0.143,23
6801,147,0.147,23
6802,142,0.142,23
6803,145,0.145,23
6804,142,0.142,23
6805,146,0.146,23
6806,146,0.146,23
6807,145,0.145,23
6808,141,0.141,23
6809,143,0.143,23
6810,141,0.141,23
6811,141,0.141,23
6812,145,0.145,23
6813,150,0.15,23
6814,142,0.142,23
6815,142,0.142,23
6816,141,0.141,23
6817,145,0.145,23
6818,141,0.141,23
6819,150,0.15,23
6820,143,0.143,23
6821,144,0.144,23
6822,141,0.141,23
6823,147,0.147,23
6824,140,0.14,23
6825,145,0.145,23
6826,146,0.146,23
6827,147,0.147,23
6828,141,0.141,23
6829,144,0.144,23
6830,141,0.141,23
6831,146,0.146,23
6832,145,0.145,23
6833,144,0.144,23
6834,142,0.142,23
6835,145,0.145,23
6836,140,0.14,23
6837,145,0.145,23
6838,140,0.14,23
6839,149,0.149,23
6840,141,0.141,23
6841,147,0.147,23
6842,141,0.141,23
6843,146,0.146,23
6844,137,0.137,23
6845,143,0.143,23
6846,143,0.143,23
6847,146,0.146,23
6848,136,0.136,23
6849,143,0.143,23
6850,142,0.142,23
6851,146,0.146,23
6852,147,0.147,23
6853,147,0.147,23
6854,142,0.142,23
6855,150,0.15,23
6856,137,0.137,23
6857,144,0.144,23
6858,142,0.142,23
6859,150,0.15,23
6860,140,0.14,23
6861,142,0.142,23
6862,141,0.141,23
6863,145,0.145,23
6864,142,0.142,23
6865,150,0.15,23
6866,140,0.14,23
6867,147,0.147,23
6868,137,0.137,23
6869,145,0.145,23
6870,140,0.14,23
6871,144,0.144,23
6872,140,0.14,23
6873,145,0.145,23
6874,140,0.14,23
6875,146,0.146,23
6876,142,0.142,23
6877,144,0.144,23
6878,141,0.141,23
6879,147,0.147,23
6880,137,0.137,23
6881,146,0.146,23
6882,142,0.142,23
6883,145,0.145,23
6884,137,0.137,23
6885,150,0.15,23
6886,142,0.142,23
6887,146,0.146,23
6888,143,0.143,23
6889,146,0.146,23
6890,140,0.14,23
6891,147,0.147,23
6892,148,0.148,23
6893,147,0.147,23
6894,142,0.142,23
6895,148,0.148,23
6896,142,0.142,23
6897,148,0.148,23
6898,144,0.144,23
6899,148,0.148,23
6900,141,0.141,23
6901,145,0.145,23
6902,141,0.141,23
6903,141,0.141,23
6904,141,0.141,23
6905,149,0.149,23
6906,139,0.139,23
6907,143,0.143,23
6908,139,0.139,23
6909,146,0.146,23
6910,141,0.141,23
6911,151,0.151,23
6912,143,0.143,23
6913,144,0.144,23
6914,141,0.141,23
6915,145,0.145,23
6916,137,0.137,23
6917,145,0.145,23
6918,146,0.146,23
6919,145,0.145,23
6920,138,0.138,23
6921,143,0.143,23
6922,142,0.142,23
6923,146,0.146,23
6924,139,0.139,23
6925,147,0.147,23
6926,142,0.142,23
6927,141,0.141,23
6928,140,0.14,23
6929,145,0.145,23
6930,140,0.14,23
6931,151,0.151,23
6932,141,0.141,23
6933,146,0.146,23
6934,141,0.141,23
6935,142,0.142,23
6936,139,0.139,23
6937,143,0.143,23
6938,146,0.146,23
6939,145,0.145,23
6940,145,0.145,23
6941,146,0.146,23
6942,139,0.139,23
6943,147,0.147,23
6944,145,0.145,23
6945,145,0.145,23
6946,140,0.14,23
6947,145,0.145,23
6948,139,0.139,23
6949,143,0.143,23
6950,142,0.142,23
6951,152,0.152,23
6952,140,0.14,23
6953,146,0.146,23
6954,141,0.141,23
6955,148,0.148,23
6956,142,0.142,23
6957,147,0.147,23
6958,144,0.144,23
6959,147,0.147,23
6960,140,0.14,23
6961,146,0.146,23
6962,143,0.143,23
6963,142,0.142,23
6964,145,0.145,23
6965,141,0.141,23
6966,141,0.141,23
6967,145,0.145,23
6968,136,0.136,23
6969,144,0.144,23
6970,140,0.14,23
6971,144,0.144,23
6972,141,0.141,23
6973,142,0.142,23
6974,141,0.141,23
6975,147,0.147,23
6976,142,0.142,23
6977,149,0.149,23
6978,143,0.143,23
6979,147,0.147,23
6980,141,0.141,23
6981,145,0.145,23
6982,142,0.142,23
6983,151,0.151,23
6984,142,0.142,23
6985,146,0.146,23
6986,140,0.14,23
6987,147,0.147,23
6988,140,0.14,23
6989,146,0.146,23
6990,142,0.142,23
6991,149,0.149,23
6992,137,0.137,23
6993,144,0.144,23
6994,136,0.136,23
6995,144,0.144,23
6996,143,0.143,23
6997,150,0.15,23
6998,141,0.141,23
6999,146,0.146,23
7000,137,0.137,23
7001,146,0.146,23
7002,142,0.142,23
7003,146,0.146,23
7004,144,0.144,23
7005,145,0.145,23
7006,143,0.143,23
7007,148,0.148,23
7008,141,0.141,23
7009,147,0.147,23
7010,147,0.147,23
7011,148,0.148,23
7012,142,0.142,23
7013,145,0.145,23
7014,140,0.14,23
7015,146,0.146,23
7016,137,0.137,23
7017,151,0.151,23
7018,144,0.144,23
7019,145,0.145,23
7020,141,0.141,23
7021,140,0.14,23
7022,140,0.14,23
7023,141,0.141,23
7024,137,0.137,23
7025,150,0.15,23
7026,142,0.142,23
7027,144,0.144,23
7028,142,0.142,23
7029,145,0.145,23
7030,147,0.147,23
7031,146,0.146,23
7032,140,0.14,23
7033,146,0.146,23
7034,141,0.141,23
7035,147,0.147,23
7036,141,0.141,23
7037,151,0.151,23
7038,142,0.142,23
7039,147,0.147,23
7040,137,0.137,23
7041,143,0.143,23
7042,142,0.142,23
7043,1845,1.845,23
7044,155,0.155,23
7045,160,0.16,23
7046,147,0.147,23
7047,148,0.148,23
7048,146,0.146,23
7049,150,0.15,23
7050,140,0.14,23
7051,147,0.147,23
7052,145,0.145,23
7053,147,0.147,23
7054,142,0.142,23
7055,145,0.145,23
7056,139,0.139,23
7057,146,0.146,23
7058,147,0.147,23
7059,148,0.148,23
7060,139,0.139,23
7061,144,0.144,23
7062,139,0.139,23
7063,143,0.143,23
7064,136,0.136,23
7065,150,0.15,23
7066,140,0.14,23
7067,145,0.145,23
7068,143,0.143,23
7069,144,0.144,23
7070,141,0.141,23
7071,149,0.149,23
7072,141,0.141,23
7073,146,0.146,23
7074,141,0.141,23
7075,145,0.145,23
7076,142,0.142,23
7077,145,0.145,23
7078,144,0.144,23
7079,147,0.147,23
7080,141,0.141,23
7081,146,0.146,23
7082,141,0.141,23
7083,146,0.146,23
7084,144,0.144,23
7085,146,0.146,23
7086,136,0.136,23
7087,143,0.143,23
7088,141,0.141,23
7089,146,0.146,23
7090,141,0.141,23
7091,150,0.15,23
7092,140,0.14,23
7093,145,0.145,23
7094,141,0.141,23
7095,141,0.141,23
7096,140,0.14,23
7097,146,0.146,23
7098,146,0.146,23
7099,145,0.145,23
7100,141,0.141,23
7101,145,0.145,23
7102,141,0.141,23
7103,146,0.146,23
7104,141,0.141,23
7105,145,0.145,23
7106,142,0.142,23
7107,146,0.146,23
7108,140,0.14,23
7109,146,0.146,23
7110,140,0.14,23
7111,153,0.153,23
7112,140,0.14,23
7113,145,0.145,23
7114,136,0.136,23
7115,144,0.144,23
7116,141,0.141,23
7117,150,0.15,23
7118,142,0.142,23
7119,146,0.146,23
7120,140,0.14,23
7121,143,0.143,23
7122,142,0.142,23
7123,145,0.145,23
7124,146,0.146,23
7125,141,0.141,23
7126,141,0.141,23
7127,146,0.146,23
7128,140,0.14,23
7129,145,0.145,23
7130,142,0.142,23
7131,148,0.148,23
7132,141,0.141,23
7133,145,0.145,23
7134,141,0.141,23
7135,145,0.145,23
7136,142,0.142,23
7137,149,0.149,23
7138,141,0.141,23
7139,150,0.15,23
7140,140,0.14,23
7141,141,0.141,23
7142,140,0.14,23
7143,146,0.146,23
7144,143,0.143,23
7145,144,0.144,23
7146,136,0.136,23
7147,146,0.146,23
7148,142,0.142,23
7149,146,0.146,23
7150,141,0.141,23
7151,147,0.147,23
7152,140,0.14,23
7153,145,0.145,23
7154,140,0.14,23
7155,145,0.145,23
7156,142,0.142,23
7157,150,0.15,23
7158,137,0.137,23
7159,140,0.14,23
7160,142,0.142,23
7161,145,0.145,23
7162,140,0.14,23
7163,146,0.146,23
7164,147,0.147,23
7165,145,0.145,23
7166,140,0.14,23
7167,147,0.147,23
7168,140,0.14,23
7169,147,0.147,23
7170,144,0.144,23
7171,147,0.147,23
7172,140,0.14,23
7173,145,0.145,23
7174,143,0.143,23
7175,146,0.146,23
7176,141,0.141,23
7177,148,0.148,23
7178,141,0.141,23
7179,146,0.146,23
7180,141,0.141,23
7181,145,0.145,23
7182,142,0.142,23
7183,150,0.15,23
7184,142,0.142,23
7185,147,0.147,23
7186,140,0.14,23
7187,146,0.146,23
7188,141,0.141,23
7189,141,0.141,23
7190,146,0.146,23
7191,146,0.146,23
7192,142,0.142,23
7193,144,0.144,23
7194,136,0.136,23
7195,144,0.144,23
7196,144,0.144,23
7197,146,0.146,23
7198,142,0.142,23
7199,145,0.145,23
7200,138,0.138,23
7201,146,0.146,23
7202,140,0.14,23
7203,149,0.149,23
7204,141,0.141,23
7205,146,0.146,23
7206,142,0.142,23
7207,148,0.148,23
7208,141,0.141,23
7209,144,0.144,23
7210,146,0.146,23
7211,146,0.146,23
7212,141,0.141,23
7213,147,0.147,23
7214,141,0.141,23
7215,145,0.145,23
7216,144,0.144,23
7217,144,0.144,23
7218,138,0.138,23
7219,141,0.141,23
7220,142,0.142,23
7221,146,0.146,23
7222,142,0.142,23
7223,147,0.147,23
7224,142,0.142,23
7225,145,0.145,23
7226,143,0.143,23
7227,146,0.146,23
7228,142,0.142,23
7229,152,0.152,23
7230,142,0.142,23
7231,145,0.145,23
7232,141,0.141,23
7233,145,0.145,23
7234,142,0.142,23
7235,147,0.147,23
7236,145,0.145,23
7237,146,0.146,23
7238,140,0.14,23
7239,145,0.145,23
7240,141,0.141,23
7241,146,0.146,23
7242,140,0.14,23
7243,146,0.146,23
7244,142,0.142,23
7245,146,0.146,23
7246,140,0.14,23
7247,145,0.145,23
7248,141,0.141,23
7249,151,0.151,23
7250,142,0.142,23
7251,146,0.146,23
7252,141,0.141,23
7253,147,0.147,23
7254,139,0.139,23
7255,146,0.146,23
7256,146,0.146,23
7257,143,0.143,23
7258,141,0.141,23
7259,143,0.143,23
7260,139,0.139,23
7261,146,0.146,23
7262,146,0.146,23
7263,142,0.142,23
7264,142,0.142,23
7265,145,0.145,23
7266,136,0.136,23
7267,141,0.141,23
7268,136,0.136,23
7269,148,0.148,23
7270,141,0.141,23
7271,147,0.147,23
7272,140,0.14,23
7273,145,0.145,23
7274,140,0.14,23
7275,141,0.141,23
7276,144,0.144,23
7277,146,0.146,23
7278,141,0.141,23
7279,146,0.146,23
7280,141,0.141,23
7281,150,0.15,23
7282,141,0.141,23
7283,146,0.146,23
7284,140,0.14,23
7285,143,0.143,23
7286,141,0.141,23
7287,144,0.144,23
7288,140,0.14,23
7289,150,0.15,23
7290,137,0.137,23
7291,145,0.145,23
7292,136,0.136,23
7293,147,0.147,23
7294,139,0.139,23
7295,150,0.15,23
7296,141,0.141,23
7297,144,0.144,23
7298,140,0.14,23
7299,147,0.147,23
7300,141,0.141,23
7301,146,0.146,23
7302,145,0.145,23
7303,142,0.142,23
7304,136,0.136,23
7305,144,0.144,23
